Unnamed: 0,uncivil,civil,is_toxic,normalized_length_change,length_diff,change_direction
1944,"Yeah, this just doesn't sound doable in any way that doesn't suck.   Still difficult but at least within the realms of possibility would be a `parent` aggregation: http","Yes, this approach doesn't seem feasible, and it's not ideal. Although it's still challenging, it would be possible to introduce a parent aggregation within the scope of the proposed solution.",0,-14.285714285714285,-24,increase
1945,This isn't fixed at all.  I create a project linked to a directory on disk.  Right click Scripts -> Create -> Create New File  I get a script tab with the title '<none> Script'  If I close the editor window it gets deleted off disk.  I have to edit and save the file for it to not get deleted.  It's a ridiculous user experience.,Not Generated,0,96.04863221884499,316,decrease
1946,"@user ok, trying step by step - installed your branch as an update to a test device (was TS 2.9.2 already) - the top most conversation showed ic_missing_thumbnail_picture  (ugly resolution - @user work for you ^^ )       [![ic_missing_thumbnail_picture](https://cloud.githubusercontent.com/assets/5326916/6902202/a530954c-d712-11e4-980e-cd292a4106e9.png)](https://github.com/WhisperSystems/TextSecure/blob/master/res/drawable-mdpi/ic_missing_thumbnail_picture.png) - waiting a view seconds, nothing changed - e",Not Generated,0,97.45098039215686,497,decrease
1947,"Please don't use our build server as you personal testing ground. Clone the project, make your changes, make sure they compile, then commit/push/PR.","Instead of using our build server as a personal testing ground, let's focus on cloning the project, making changes, ensuring compilation, and committing/pushing/PR.",0,-10.81081081081081,-16,increase
1948,"Those are good points. But I also think that, since the current default behavior in Signal is to prohibit screenshots until you turn off that option, it seems like Signal is sending the message that screenshots are insecure. And it feels weird that you can disable the ""prevent screenshots"" option, but then it doesn't notify the other person you've done so. So I think people are surprised when they find I've taken a screenshot of their message, since they thought Signal prevented that.   Also, to be fair, ","Those are valid points. However, I believe that since the current default behavior in Signal is to prohibit screenshots until you have turned off that option, it seems like Signal is sending the message that screenshots are insecure. It can be surprising to disable the ""prevent screenshots"" option without notifying the other person. It's surprising that people may find I've taken a screenshot of their message, even though they believe Signal prevented that. To be fair, I also suggest that we consider using a similar approach to prevent such actions.",0,-8.823529411764707,-45,increase
1949,Thanks! I started to hate those ones...,Not Generated,0,66.66666666666666,26,decrease
1950,"> This ""explanation"" is mind bugling, take the sim card out, use the phone in roaming, say a prayer, buy a new phone, kill a black cat, who has the time or more importantly, the motivation to go through all these? If the method of registration, of sending an sms or making a call is so flawed due to all these intermediaries as you describe, why was it not changed all these years? In other words, if one manages to register in one minute or so, it's a matter of luck, from your perspective, which is why I don","It seems like there's a reason why we need to remove the SIM card, use the phone for roaming, offer a prayer, purchase a new phone, kill a black cat. If the method of registration, sending text messages, or making a call is flawed due to the numerous intermediaries you've mentioned, why hasn't it been modified in the intervening years? In other words, if one manages to register in a minute or so, it's a matter of luck, from your perspective. Which is why I don't understand the need for such modifications.",0,0.0,0,no change
1951,"Google's material design guidelines were surely considered when they came up with the FloatingActionButton that uses the app's defined primary and secondary colors. It also has a shadow, unlike the attachment button.  I've messed around with the colors a bit, and I must admit that I'm so unfamiliar with the way the themes and styles work in Signal that I can't seem to get the right values for light and dark themes.  Specifying `app:backgroundTint` and `app:rippleColor` in `conversation_fragment.xml` will ","Google's material design guidelines were taken into account when they introduced the FloatingActionButton, which utilizes the app's defined primary and secondary colors. Unlike the attachment button, it also has a shade. I've had some trouble with the colors, and I must admit, I'm not familiar with the way the themes and styles work in Signal, so it's difficult to obtain the correct values for light and dark themes. I'll specify `app:backgroundTint` and `app:rippleColor` in `conversation_fragment.xml`.",0,0.5882352941176471,3,decrease
1952,"raitent ceux qui ne peuvent rien pour eux… ˜_*  Le 9 5 2016 à 21:08, cketti notifications@github.com a écrit :  > Please provide a debug log. See http >  > — > You are receiving this because you authored the thread. > Reply to this email directly or view it on GitHub","Raittent ceux qui ne peuvent rien pour eux... Le 9 5 2016 à 21:08, cketti notifications@github.com a écrit : > Please provide a debug log. Please refer to the link below: > >  > You're receiving this because you authored the thread. > Alternatively, you can reply to this email directly or view it on GitHub.",0,-15.355805243445692,-41,increase
1953,Trying to get this goog.style to work but it never returns anything.  Any ideas jleyba?,Not Generated,0,85.0574712643678,74,decrease
1954,"_From niho...@gmail.com on February 04, 2011 22:56:27_ The intention was not to make you seem morons, I just work with doubles a lot on the desktop and couldn't figure out why a project that's based on JVMs didn't offer the same precision as java's native java.lang.Math.  Those four points as to why people shouldn't use the double on http would probably be a good idea.  As a small extra, when I file a bug here I don't expect a specific person to pick it up, it's filed for whoever is part of the dev team r","I'm currently working on a project based on JVMs that doesn't offer the same precision as Java's native Java.lang.Math. It would be helpful to provide specific explanations for why people shouldn't use the double on http. As a small extra, when I file a bug, I don't expect a specific person to pick it up, but it's filed for anyone who is part of the development team.",0,27.647058823529413,141,decrease
