uncivil,civil,is_toxic
"y did the ""every operator has to ensure it is closed"" thing. It was a complex mess. (We didn't have `Sequence` to help.) Then Drill let it's fragment runner do the work. The code became much simpler and resource leaks disappeared, even in nasty error situations.  The operator prototype learned from Drill's experience. The operator ""DAG"" is managed by a fragment runner which knows of every operator in the DAG, and which ensures that, come hell or high water, the operators are closed. The result is that the","y did the ""every operator has to ensure it is closed"" thing.",0
an you update the check?,an you update the check?,0
"@user Google has started providing some of their artifacts (support lib, compatibility lib, and others) as local maven repos that you can install via the SDK manager.  This is how the android Gradle plugin resolves dependencies, and where the 'com.android.support:support-v4' name comes from.  I've been adding these local repos to my Maven projects to avoid having to use MASD (except for the android jar itself - which still sucks).","@user Google has started providing some of their artifacts (support lib, compatibility lib,",0
damn push haven't seem to worked -.- just pushed it, push haven't seem to worked -- just pushed it,0
"Ooo, even better!","Ooo, even better!",0
"Oh no, this is a nasty correctness bug...  Here's a simple repro:  ""c:\tempdir\scratch\WORKSPACE"": ``` new_http_archive(     name = ""sfml"",     # Original URL: url = ""https://www.sfml-dev.org/files/SFML-2.4.2-windows-vc14-64-bit.zip"",     # Had to download to work around issue #3343     url = ""http://localhost:8000/SFML-2.4.2-windows-vc14-64-bit.zip"",     sha256 = ""93f372582f7216a7f41c18b8f46cd1c6f26881c695b05747aa08b1fd06072dd7"",     build_file = ""C:/tempdir/scratch/BUILD.blah"", ) ```  ""c:\tempdir\scratc","Oh no, this is a bad correctness.",0
"I guess what you call 'hack' is what i'd call 'solution without having to change anything'. I agree that TextureDataType.Compressed sucks as a name, we can change that to 'Custom' and also rename the respective method in TextureData. On Apr 6, 2014 8:42 PM, ""Xoppa"" notifications@github.com wrote:  > There are indeed some issues regarding mipmaps and cubemaps. > TextureDataType.Compressed (or also .Float iirc) does indeed give you more > control. One way to ""solve"" this (its not actually a problem, just a ",I guess what you call 'hack' is what i'd call'solution without,0
@user - I also couldn't think of a good way to generalize the behavior of `the executor will always (or on the next execute call) use the same thread to execute tasks.` ... and just punted for the near term :(,@user - I also couldn't think of a good way to generalize the behavior,0
"ah damn, didn't notice that you're running android 2.3 (debug log is empty on 2.3) Could you generate a debug log with adb?",Didn't notice that you're running android 2.3 (debug log is empty,0
You are not doing this right! Nate is always to blame.,You are not doing this right! Nate is always to blame.,0
Did you fix it?,Did you fix it?,0
"No, I'm telling it to WhisperSystems. Just because other people are retarded doesn't mean everyone has to be.","No, I'm telling it to WhisperSystems. Just because other people are",0
still fucked up ,still messed up,0
">For the record `2.7.x` has been upgraded to Elasticsearch `7.16.2`.  Damn, I first rebased on main, but then realized that main and 2.7.x are not the same, so I did it on 2.7.x. I'll try to do take the new changes from 2.7.x into consideration and fix the conflicts.  Basically, I need to make sure that there are no deprecation warnings, right?",I'll try to do take the new changes from 2.7.x has been,0
We should build and host a version of the conjure jar for dude and then we can merge this.,We should build and host a version of the conjure jar for dude and then we,0
People should use the latest Gradle Integration nightly from http  I'll update the wiki. What a clusterfuck...,People should use the latest Gradle Integration nightly from http  I'll update the wiki,0
"k is build, gradle, or android studio.  I spent like 6 hrs yesterday trying to install this app and got fustrated with it.  I'll just wait untill this is more mature because it seems like the only ones on here that can use this are people with programing experiences.       ```  Reported by `thomasdinh25` on 2015-06-01 16:02:31","k is build, gradle, or android studio.  I spent like 6 hrs",0
ngframework.boot.logging.LoggingApplicationListener.initializeSystem(LoggingApplicationListener.java:306) ,ngframework.boot.logging.LoggingApplicationListener.initializeSystem(,0
"It looks ugly for Serbian, too. I translated it as `POŠALJI %1$s PRIJATELJU(A)`, but I could also save it without ""(A)"" part. I'm not sure why you can't.",It looks bad for Serbian too. I translated it as `POŠALJ,0
"You're ordering apps as if you're ordering burgers. You got something really wrong. If you want the team to work on a new project so much, better discuss about providing them a salary from your own money than just requesting things.",You're ordering apps as if you're ordering burgers.,0
"target is web, and Java if the target is a standalone application. 3. when being able to export the sketch in both ways is just a requirement in itself. Which includes, among other cases, TEACHING. Isn't Processing supposed to be especially suitable for teaching programming? When you are teaching, you don't know what the example code you provide will be used for, so you need to create examples that can be run in both modes so that a student can take them as a starting point both for developing a project i","target is web, and Java if the target is a standalone application.",0
It's really the first time I've heard complaints about too much/superfluous comments.,It's really the first time I've heard complaints about too much/superfluous,0
Seems like a bug to me!,Seems like a bug to me,0
any other way around this?,any other way around this?,0
@user  we typically recommend to use the first one as in Presto codebase. Classes in `alluxio-shaded-client:org.alluxio` are shaded to avoid jar hell due to dependency conflict. I guess the rocksdb dependency was shaded in a wrong way causing your the issue. I will take a look.,@user  we typically recommend to use the first one as in Presto codebase,0
