uncivil_comment,civil_comment,,
"i was curious what nnk (as the second most frequent user of this script) thinks. personally, i don't find this very useful normally, and it's an active pain in the ass when you're just trying things out.

i'm especially conflicted because (so far) the fact that the syscall stub generator does the same thing hasn't bothered me. (though it's even less useful in practice. ""git commit -a"" is all i'd ever have needed there so far.)

(note that that is done by the near-duplicate in bionic_utils.py, not this copy in utils.py. ugh.)","I was wondering about your thoughts on this matter, especially since you are the second most frequent user of this script. Personally, I don't find it particularly useful in normal circumstances, and it becomes a bit of a hindrance when trying out different things. I'm conflicted because the syscall stub generator does something similar, although it has been less bothersome in practice. Please note that the similar behavior is present in bionic_utils.py, not in this particular copy in utils.py. It's a bit frustrating, to say the least.",,
"Note that we could potentially put this inside the context and add a function templates.Extra(c) (or something) to get it, but I decided against it because:
 
 * I believe explicit argument is a more friendly API. No spooky action at a distance, no functions to learn.
 * There's a lot of crap already in our contexts. And the context is organized as linked list with O(N) access time, more crap => slower.","One alternative approach could be placing this functionality inside the context and introducing a function like templates.Extra(c) to retrieve it. However, after careful consideration, I decided against it for a few reasons: First, I believe having an explicit argument provides a more intuitive and user-friendly API without any hidden surprises. Second, our contexts are already quite cluttered, and adding more elements would result in slower access times due to the linked list organization. Hence, I opted for the current approach, but I'm open to discussing other ideas.",,
"nit: for C functions (not C++), use a (void) parameter, otherwise the compiler will assume the function takes any number of parameters, and will gladly accept both calls as valid:

  android_studio_get_optins();
  android_studio_get_optins(42);

This is legacy C crap :-/ See http://stackoverflow.com/questions/693788/c-void-arguments","Just a small nitpick for C functions (not C++): it's advisable to use a (void) parameter to indicate that the function takes no arguments. Without it, the compiler assumes the function can accept any number of parameters. This is a legacy C issue. For more details, please refer to this Stack Overflow discussion: [link]",,
This variable name is just hideous!,This variable name is quite unappealing and doesn't follow good coding practices. It would be more beneficial to choose a more descriptive and meaningful name that reflects the purpose of the variable.,,
Do we want to log that there isn't an audit or is that silly?,"Should we consider logging the absence of an audit? While it may seem trivial, it could provide valuable information in certain scenarios. Let's discuss whether it would be helpful or if there are any alternative approaches.",,
"Today I learned what currying is in math terms.
 
 I also read 3 blog posts about how to curry in Python, and some things about how it might make some things more generic.
 
 I am a math idiot, and a functional programming moron, so I have no idea how this applies or even where to start.
 
 ????","Today, I learned about currying in mathematical terms. I also read three blog posts on how to implement currying in Python and its potential for enhancing code generality. However, as someone who struggles with math and functional programming concepts, I'm not entirely sure how to apply them or where to begin. Any guidance or starting points would be greatly appreciated.",,
"more #ifdef nonsense, see below.","We seem to have an excessive amount of #ifdef statements, which can be quite cumbersome to maintain. It would be beneficial to explore alternatives and simplify the codebase to improve readability and minimize complexity.",,
"Just that this is written in the PRD. I didn't give much thought to it.

May be, we can revisit if some of the experiences suck with this timeout?","I didn't give much consideration to this aspect, and I see now that it's mentioned in the PRD. Maybe we can reassess the implementation if we receive feedback about any negative experiences or drawbacks with the timeout feature.",,
"dammit, i thought i got all of my troubleshooting logs","Oh no, I didn't realize that I missed some troubleshooting logs. Thank you for pointing it out.",,
"Sure, seems like that will work:
 
 Tried it out in crappy example @ http://paste.ubuntu.com/9371073/","Yes, that approach seems viable. I tested it out in a simple example at http://paste.ubuntu.com/9371073/ and it worked as expected.",,
